Repo,Path,Has Docker,Docker Files,Web Ports,Has PoC,PoC Categories,PoC Files,Unittest Files,Docker Valid,Docker Message,Summary
ayadim_Nuclei-bug-hunter,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ayadim_Nuclei-bug-hunter,No,,,Yes,RCE; SQL Injection,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ayadim_Nuclei-bug-hunter/file/Vulnerable-URLS/idor-vuln-params.yaml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ayadim_Nuclei-bug-hunter/file/Vulnerable-URLS/sqli-vuln-params.yaml,,No,,My nuclei templates that i create each time.
redteamwiki,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/redteamwiki,No,,,Yes,Header Injection; RCE; RCE; SQL Injection,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/redteamwiki/postexploitation.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/redteamwiki/postexploitation/LLMNR.md,,No,,This wiki's purpose is to become yet another public resource of centralized information regarding Red Team tactics and procedures. We hope to also foc
Weak-password,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Weak-password,No,,,Yes,Header Injection; LFI/RFI; Path Traversal; RCE; SQL Injection; SSRF; XSS; XXE; Header Injection; LFI/RFI; Path Traversal; RCE; SQL Injection; XSS,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Weak-password/wordlists-user-passwd/readme.txt; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Weak-password/常用攻击载荷/all-attacks-win.txt,,No,,Unknown
Web-App-Hacking-Notes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Web-App-Hacking-Notes,No,,,Yes,RCE; SQL Injection; XSS; SQL Injection; XSS; SSRF; XSS,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Web-App-Hacking-Notes/webgoat-xss-phishing-notes.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Web-App-Hacking-Notes/xss-reflected-steal-cookie.md,,No,,"Notes I've taken while working through various web app pentesting labs, tutorials, books, and videos."
Medusa,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Medusa,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Medusa/Dockerfile,,Yes,Header Injection; Header Injection; SQL Injection; XSS; LFI/RFI; Path Traversal,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Medusa/Plugins/test.yaml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Medusa/Vue/src/views/Monitor/VulnerabilitiesMonitor/VulnerabilitiesMonitor.vue,,Yes,Has Dockerfile (untested),"<a href=""https://github.com/Ascotbe/Medusa""><img alt=""Release"" src=""https://img.shields.io/badge/Ascotbe-Medusa-green""></a>"
bannedbook_fanqiang,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/bannedbook_fanqiang,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/bannedbook_fanqiang/fqnews2/app/src/main/java/com/nononsenseapps/feeder/ui/compose/utils/ComposeProviders.kt; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/bannedbook_fanqiang/fqnews2/app/src/androidTest/java/com/nononsenseapps/feeder/model/FeedParserTest.kt,,No,,*   [翻墙新闻-FQNews-安卓APP](https://github.com/bannedbook/fanqiang/tree/master/fqnews2)
tools.tldr.run,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/tools.tldr.run,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/tools.tldr.run/Dockerfile,8080,Yes,RCE; XSS; XXE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/tools.tldr.run/index.html; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/tools.tldr.run/tools/container-scan.json,,Yes,Has Dockerfile (untested),[![Netlify Status](https://api.netlify.com/api/v1/badges/8015a3e2-1af7-4740-8944-6ef5e190d92a/deploy-status)](https://app.netlify.com/sites/tools-tldr
log4noshell,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/log4noshell,No,,,Yes,RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/log4noshell/README.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/log4noshell/src/main/java/io/github/winnpixie/log4noshell/Log4NoShellAgent.java,,No,,"A Java Agent that disables Apache Log4J's JNDI Lookup to mitigate [CVE-2021-44228](https://nvd.nist.gov/vuln/detail/CVE-2021-44228) (""Log4Shell"")."
hunter,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/hunter,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/hunter/docker/docker-compose.yml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/hunter/docker/hunter-consumer/Dockerfile,"8888, 80",Yes,Header Injection; XSS; XXE; RCE; SSRF,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/hunter/XssEyeCelery/model/vulnerability.py; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/hunter/XssEyeCelery/model/__init__.py,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/hunter/HunterAdminApi/test/test_hunter_celery.py; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/hunter/HunterAdminApi/test/api/test_hunter_user_web_api.py; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/hunter/HunterAdminApi/test/api/test_hunter_admin_web_api.py,No,docker-compose not found,No README found
LinWin-Cloud_setool-master,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/LinWin-Cloud_setool-master,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/LinWin-Cloud_setool-master/Android_Resources_code/seeker-master/Dockerfile; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/LinWin-Cloud_setool-master/resources_code_vistion/seeker-master/Dockerfile,,Yes,RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/LinWin-Cloud_setool-master/Help(English).md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/LinWin-Cloud_setool-master/Android_Resources_code/social.py,,Yes,Has Dockerfile (untested),SetoolMaster是一款让你入门即入狱的python3开发的进阶型社会工程学工具。包括了全球定位、Ngrok内网穿透、Seeker高精度定位、网页钓鱼、病毒攻击、恐吓勒索信、爬虫、网站克隆、物联网设备搜索等，同时拥有中文支持，内置大量钓鱼模板，设计用于组织级别红队渗透测试，用于团队组织设备型协
quickjwt,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/quickjwt,No,,,Yes,Header Injection,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/quickjwt/README.md,,No,,`nimble install quickjwt`
1ight-2020_GoRottenTomato,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/1ight-2020_GoRottenTomato,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/1ight-2020_GoRottenTomato/krb5/AskTGT/AskTGT.go,,No,,<h1>🍅GoRottenTomato🍅</h1>
CheekyBlinder,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/CheekyBlinder,No,,,Yes,RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/CheekyBlinder/README.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/CheekyBlinder/CheekyBlinder/CheekyBlinder.cpp,,No,,UPDATED to include image load and thread creation callbacks.
JOYCEQL_magic-resume,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/JOYCEQL_magic-resume,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/JOYCEQL_magic-resume/docker-compose.yml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/JOYCEQL_magic-resume/Dockerfile,3000,No,,,,No,docker-compose not found,[![License](https://img.shields.io/badge/License-Apache_2.0-blue.svg)](https://opensource.org/licenses/Apache-2.0)
rutorrent-bonobox,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/rutorrent-bonobox,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/rutorrent-bonobox/files/vsftpd/vsftpd.conf,,No,,![logo](https://raw.github.com/exrat/rutorrent-bonobox/master/files/bonobox.png)
emadshanab_facebook-bug-bounty-writeups,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/emadshanab_facebook-bug-bounty-writeups,No,,,Yes,SSRF; XSS,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/emadshanab_facebook-bug-bounty-writeups/Bugs,,No,,No README found
webssh,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/webssh,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/webssh/docker-compose.yml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/webssh/Dockerfile,8888,No,,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/webssh/tests/test_utils.py; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/webssh/tests/test_handler.py; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/webssh/tests/test_app.py,No,docker-compose not found,[![python](https://github.com/huashengdun/webssh/actions/workflows/python.yml/badge.svg)](https://github.com/huashengdun/webssh/actions/workflows/pyth
GoRottenTomato,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/GoRottenTomato,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/GoRottenTomato/krb5/AskTGT/AskTGT.go,,No,,<h1>🍅GoRottenTomato🍅</h1>
Dnsrr,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Dnsrr,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Dnsrr/xplain/zone_transfer.txt,,No,,"DNSrr is a tool written in bash, used to enumerate all the juicy stuff from DNS records, it uses different techniques like"
ultimaste-nuclei-templates,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ultimaste-nuclei-templates,No,,,Yes,RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ultimaste-nuclei-templates/rocketmq/cve-2023-33246.yaml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/ultimaste-nuclei-templates/rocketmq/CVE-2023-37582.yaml,,No,,![image](https://github.com/UltimateSec/ultimaste-nuclei-templates/blob/main/qrcode.jpg)
neargle_cloud_native_security_test_case,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/neargle_cloud_native_security_test_case,No,,,Yes,RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/neargle_cloud_native_security_test_case/readme.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/neargle_cloud_native_security_test_case/docker_api/poc.py,,No,,│   ├── 1_curl_api.sh
typescript-go,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/typescript-go,No,,,Yes,SQL Injection,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/typescript-go/SECURITY.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/typescript-go/internal/fourslash/tests/gen/tsxCompletion15_test.go,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/typescript-go/_tools/customlint/plugin_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/typescript-go/internal/project/untitled_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/typescript-go/internal/project/session_test.go,No,,[Not sure what this is? Read the announcement post!](https://devblogs.microsoft.com/typescript/typescript-native-port/)
Windows-GDI-fuzzer,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Windows-GDI-fuzzer,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Windows-GDI-fuzzer/README.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Windows-GDI-fuzzer/emf_fuzz/emf_fuzz.cpp,,No,,this project including
weakfilescan,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/weakfilescan,No,,,Yes,Command Injection; RCE; SQL Injection,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/weakfilescan/libs/requests/packages/urllib3/contrib/pyopenssl.py,,No,,基于爬虫，动态收集扫描目标相关信息后进行二次整理形成字典规则，利用动态规则的多线程敏感信息泄露检测工具，支持多种个性化定制选项，包括：
HVVault,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/HVVault,No,,,Yes,File Upload; RCE; SSRF,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/HVVault/webapp/魔方网表/magicflu-mailupdate-jsp-fileupload.yaml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/HVVault/webapp/魔方网表/magicflu-mailupdate-jsp-fileupload.md,,No,,![PeiQi-WIKI-Book](https://socialify.git.ci/iamHuFei/HVVault/image?description=1&font=KoHo&forks=1&name=1&owner=1&pattern=Circuit%20Board&pulls=1&star
zimbra-tools,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/zimbra-tools,No,,,Yes,RCE; RCE; SQL Injection; SSRF; XSS; RCE; XSS,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/zimbra-tools/cbpolicyd.sh; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/zimbra-tools/zmdecodeauthtoken.pl,,No,,This is an assortment of tools for various administrative tasks for the Zimbra
bugbounty-cheatsheet,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/bugbounty-cheatsheet,No,,,Yes,LFI/RFI; RCE; SSRF; XXE; SSRF; XSS; XXE; XSS,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/bugbounty-cheatsheet/cheatsheets/xxe.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/bugbounty-cheatsheet/cheatsheets/bugbountytips.md,,No,,| 📚 Reference                                                | 🔎 Vulnerabilities                                        |
dockge,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/dockge,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/dockge/compose.yaml; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/dockge/docker/Dockerfile,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/dockge/SECURITY.md,,Yes,Has Dockerfile (untested),"<img src=""./frontend/public/icon.svg"" width=""128"" alt="""" />"
salesforce_VulnreportForBurp,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/salesforce_VulnreportForBurp,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/salesforce_VulnreportForBurp/README.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/salesforce_VulnreportForBurp/src/main/java/burp/VulnReportLoginComponent.form,,No,,The Vulnreport plugin for Burp. Allows you to right-click any request/response in Burp and copy the data to a string which can be decoded by Vulnrepor
osslsigncode,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/osslsigncode,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/osslsigncode/Dockerfile,,Yes,Header Injection; RCE,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/osslsigncode/NEWS.md,,Yes,Has Dockerfile (untested),[![CI](https://github.com/mtrojnar/osslsigncode/actions/workflows/ci.yml/badge.svg)](https://github.com/mtrojnar/osslsigncode/actions/workflows/ci.yml
pwnagotchi,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/pwnagotchi,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/pwnagotchi/README.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/pwnagotchi/pwnagotchi/ai/epoch.py,,No,,<small>Join the project community on our server!</small>
WIKI-POC,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/WIKI-POC,No,,,Yes,Command Injection,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/WIKI-POC/README.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/WIKI-POC/Wiki/WebApp漏洞/飞牛fnOS/任意文件读取.md,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/WIKI-POC/Wiki/OA产品漏洞/用友/用友NC历史漏洞脚本/poc/nc_u8_test_sql.py; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/WIKI-POC/Wiki/OA产品漏洞/用友/用友NC历史漏洞脚本/poc/__pycache__/nc_u8_test_sql.cpython-38.pyc,No,,纯自己学习记录，不商用，无恶意，如有大哥觉得不妥，告诉我立刻关掉仓库🫡
kiwi,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/kiwi,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/kiwi/.gitignore,,No,,`kiwi` 项目是一个源代码安全审计工具。适用于黑客、安全研究人员、安全测试人员，支持多种语言的代码审计工作。
calico,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/calico,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/calico/calicoctl/Dockerfile; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/calico/networking-calico/Dockerfile,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/calico/SECURITY.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/calico/libcalico-go/lib/ipam/randomblock_test.go,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/calico/calicoctl/calicoctl/util/yaml/separator_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/calico/calicoctl/calicoctl/util/yaml/yaml_suite_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/calico/calicoctl/calicoctl/resourcemgr/resourcemgr_test.go,Yes,Has Dockerfile (untested),[![ArtifactHub](https://img.shields.io/endpoint?url=https://artifacthub.io/badge/repository/tigera-operator)](https://artifacthub.io/packages/helm/pro
project-morya,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/project-morya,No,,,Yes,RCE; RCE; SSRF; XSS,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/project-morya/xss_hunter.lib; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/project-morya/input_domain.lib,,No,,<!-- ![project-morya](https://user-images.githubusercontent.com/65735854/126045187-d12ae493-deba-4067-869d-e6a5b83090f7.png)
Java_Risky_Functions,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Java_Risky_Functions,No,,,Yes,RCE; XSS,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/Java_Risky_Functions/README.md,,No,,> 仅为个人收集，由于时间精力有限，所以并不是特别的全，而且文档稍微有些不美观 请谅解，如果大家有更好的建议或者想共同维护，可以扫描私信我🙆‍♂️
kekeo,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/kekeo,No,,,Yes,SSRF,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/kekeo/modules/asn1/kull_m_kerberos_asn1_net.c; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/kekeo/samba/lib_smb_pipe.c,,No,,**`kekeo`** is a little toolbox I have started to manipulate Microsoft Kerberos in C (and for fun)
kubernetes-goat,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/kubernetes-goat,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/kubernetes-goat/infrastructure/cache-store/Dockerfile; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/kubernetes-goat/infrastructure/poor-registry/Dockerfile,"3000, 80, 5000, 8080",Yes,RCE; RCE; SSRF; SSRF,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/kubernetes-goat/infrastructure/goat-home/home/content/scenario-2.md; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/kubernetes-goat/infrastructure/goat-home/home/content/scenario-9.md,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/kubernetes-goat/platforms/aws-setup/aws-kind-ec2-cdk/tests/unit/test_aws_kind_ec2_cdk_stack.py,Yes,Has Dockerfile (untested),"<a href=""https://madhuakula.com/kubernetes-goat"">"
k9s,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/k9s,Yes,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/k9s/Dockerfile,,Yes,Header Injection,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/k9s/go.mod; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/k9s/internal/dao/img_scan.go,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/k9s/cmd/info_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/k9s/internal/helpers_test.go; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/k9s/internal/pool_test.go,Yes,Has Dockerfile (untested),K9s provides a terminal UI to interact with your Kubernetes clusters.
oletools,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/oletools,No,,,Yes,,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/oletools/SECURITY.md,/mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/oletools/tests/unittest_template.py; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/oletools/tests/howto_add_unittests.txt; /mnt/nvme/wj_code/dl_scan/awesome-hacking-lists/local_repos/oletools/tests/oleid/test_issue_166.py,No,,[![PyPI](https://img.shields.io/pypi/v/oletools.svg)](https://pypi.org/project/oletools/)
