Repo,Folder Path,Has Docker,Port,PoC Logic,Show Description,Vulnerabilities,Origin URL
spring-cloud-tutorial,local_repos/spring-cloud-tutorial,No,,SSRF,"This repository provides lfi/rfi, ssrf, path traversal proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'Path Traversal']",https://github.com/waylau/spring-cloud-tutorial
xinliangnote_go-gin-api,local_repos/xinliangnote_go-gin-api,Yes,9999/tcp,RCE,"This repository provides ssrf, header injection, xss proof-of-concept with Docker deployment on port 9999/tcp demonstrating web-based attack vectors.","['SSRF', 'Header Injection', 'XSS', 'SQL Injection', 'LFI/RFI', 'RCE']",https://github.com/xinliangnote/go-gin-api
dracon,local_repos/dracon,Yes,,RCE,"This repository provides sql injection, rce, lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SQL Injection', 'RCE', 'LFI/RFI', 'Header Injection', 'SSRF', 'XSS', 'Path Traversal']",https://github.com/thought-machine/dracon
aggressor-scripts,local_repos/aggressor-scripts,No,,RCE,"This repository provides xss, ssrf, header injection proof-of-concept demonstrating web-based attack vectors.","['XSS', 'SSRF', 'Header Injection', 'RCE', 'Path Traversal']",https://github.com/threatexpress/aggressor-scripts
astral-sh_uv,local_repos/astral-sh_uv,Yes,,RCE,"This repository provides lfi/rfi, path traversal, xss proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'XSS', 'RCE', 'SSRF', 'Header Injection', 'SQL Injection']",https://github.com/astral-sh/uv
rootm0s_WinPwnage,local_repos/rootm0s_WinPwnage,No,,RCE,"This repository provides rce, lfi/rfi, sql injection proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SQL Injection']",https://github.com/rootm0s/WinPwnage
xsscrapy,local_repos/xsscrapy,No,,"RCE, SQL Injection","This repository provides sql injection, xss, rce proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'XSS', 'RCE', 'SSRF', 'Header Injection']",https://github.com/DanMcInerney/xsscrapy
Ap0k4L1p5hub.io,local_repos/Ap0k4L1p5hub.io,No,,RCE,"This repository provides xss, sql injection, rce proof-of-concept demonstrating web-based attack vectors.","['XSS', 'SQL Injection', 'RCE']",https://github.com/Ap0k4L1p5/Ap0k4L1p5.github.io
easyconn-socks5-for-HITsz,local_repos/easyconn-socks5-for-HITsz,Yes,,Web Application,Security research repository - easyconn-socks5-for-HITsz,[],https://github.com/SoraShu/easyconn-socks5-for-HITsz
CAS_EXP,local_repos/CAS_EXP,No,,RCE,"This repository provides ssrf, deserialization, rce proof-of-concept demonstrating web-based attack vectors.","['SSRF', 'Deserialization', 'RCE', 'Header Injection']",https://github.com/langligelang/CAS_EXP
ddzipp_AutoAudit,local_repos/ddzipp_AutoAudit,No,,"RCE, SQL Injection","This repository provides lfi/rfi, xss, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS', 'SQL Injection', 'SSRF', 'Path Traversal', 'RCE']",https://github.com/ddzipp/AutoAudit
raider,local_repos/raider,Yes,,RCE,"This repository provides lfi/rfi, xss, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'XSS', 'Header Injection', 'SSRF', 'RCE']",https://github.com/OWASP/raider
VainlyStrain_Vailyn,local_repos/VainlyStrain_Vailyn,Yes,,"RCE, LFI","This repository provides lfi/rfi, path traversal, header injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'Header Injection', 'RCE', 'SSRF']",https://github.com/VainlyStrain/Vailyn
trickest_cve,local_repos/trickest_cve,No,,RCE,"This repository provides lfi/rfi, xss, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS', 'Header Injection', 'Path Traversal', 'Deserialization', 'SQL Injection', 'RCE', 'SSRF']",https://github.com/trickest/cve
dust,local_repos/dust,Yes,6379,RCE,"This repository provides ssrf, lfi/rfi, rce proof-of-concept with Docker deployment on port 6379 demonstrating web-based attack vectors.","['SSRF', 'LFI/RFI', 'RCE', 'XSS', 'Path Traversal', 'Header Injection', 'SQL Injection']",https://github.com/dust-tt/dust
QAnything,local_repos/QAnything,Yes,,"RCE, RFI","This repository provides rce, ssrf, lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'SSRF', 'LFI/RFI', 'Header Injection', 'SQL Injection', 'Path Traversal', 'XSS']",https://github.com/netease-youdao/QAnything
yinghuocho_firefly-proxy,local_repos/yinghuocho_firefly-proxy,No,,RCE,"This repository provides lfi/rfi, header injection, xss proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Header Injection', 'XSS', 'SQL Injection', 'RCE']",https://github.com/yinghuocho/firefly-proxy
git-all-secrets,local_repos/git-all-secrets,Yes,,"RCE, RFI","This repository provides lfi/rfi, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'RCE']",https://github.com/anshumanbh/git-all-secrets
saasfly,local_repos/saasfly,No,,RCE,"This repository provides rce, ssrf, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['RCE', 'SSRF', 'LFI/RFI', 'Header Injection']",https://github.com/saasfly/saasfly
s7ckTeam_LeakFinder,local_repos/s7ckTeam_LeakFinder,No,,RCE,"This repository provides xss, header injection, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['XSS', 'Header Injection', 'LFI/RFI', 'Path Traversal', 'SQL Injection', 'RCE']",https://github.com/s7ckTeam/LeakFinder
DeepFaceLive,local_repos/DeepFaceLive,Yes,,RCE,"This repository provides rce, header injection, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'Header Injection', 'SSRF', 'Deserialization', 'XSS', 'SQL Injection', 'LFI/RFI']",https://github.com/iperov/DeepFaceLive
rabobank-cdc_DeTTECT,local_repos/rabobank-cdc_DeTTECT,Yes,8080/tcp,RCE,"This repository provides sql injection, deserialization, lfi/rfi proof-of-concept with Docker deployment on port 8080/tcp demonstrating web-based attack vectors.","['SQL Injection', 'Deserialization', 'LFI/RFI', 'Header Injection', 'RCE', 'SSRF', 'XSS', 'Path Traversal']",https://github.com/rabobank-cdc/DeTTECT
nscuro_fdnssearch,local_repos/nscuro_fdnssearch,Yes,,RCE,"This repository provides lfi/rfi, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'RCE']",https://github.com/nscuro/fdnssearch
rpc2socks,local_repos/rpc2socks,No,,RCE,"This repository provides rce, sql injection, header injection proof-of-concept demonstrating web-based attack vectors.","['RCE', 'SQL Injection', 'Header Injection']",https://github.com/lexfo/rpc2socks
Web-App-Hacking-Notes,local_repos/Web-App-Hacking-Notes,No,,SQL Injection,"This repository provides xss, ssrf, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['XSS', 'SSRF', 'LFI/RFI', 'Header Injection', 'SQL Injection']",https://github.com/tcpiplab/Web-App-Hacking-Notes
Medusa,local_repos/Medusa,Yes,,Auth Bypass,"This repository provides header injection, sql injection, xss proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['Header Injection', 'SQL Injection', 'XSS', 'RCE', 'SSRF', 'Path Traversal', 'LFI/RFI']",https://github.com/Ascotbe/Medusa
brevityrecon,local_repos/brevityrecon,No,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'SSRF', 'XSS', 'SQL Injection']",https://github.com/brevityinmotion/brevityrecon
bannedbook_fanqiang,local_repos/bannedbook_fanqiang,No,,RCE,"This repository provides rce, header injection, ssrf proof-of-concept demonstrating web-based attack vectors.","['RCE', 'Header Injection', 'SSRF', 'LFI/RFI', 'SQL Injection', 'Path Traversal', 'XSS']",https://github.com/bannedbook/fanqiang
tools.tldr.run,local_repos/tools.tldr.run,Yes,8080,RCE,"This repository provides xss, ssrf, lfi/rfi proof-of-concept with Docker deployment on port 8080 demonstrating web-based attack vectors.","['XSS', 'SSRF', 'LFI/RFI', 'Path Traversal']",https://github.com/tldrrun/tools.tldr.run
hunter,local_repos/hunter,Yes,,RCE,"This repository provides xss, ssrf, sql injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['XSS', 'SSRF', 'SQL Injection', 'RCE', 'Header Injection', 'LFI/RFI', 'Path Traversal', 'Deserialization']",https://github.com/ztosec/hunter
knownsec_ksubdomain,local_repos/knownsec_ksubdomain,No,,RCE,"This repository provides sql injection, path traversal, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['SQL Injection', 'Path Traversal', 'LFI/RFI']",https://github.com/knownsec/ksubdomain
LinWin-Cloud_setool-master,local_repos/LinWin-Cloud_setool-master,Yes,,RCE,"This repository provides ssrf, rce, xss proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SSRF', 'RCE', 'XSS', 'LFI/RFI', 'Path Traversal', 'Header Injection']",https://github.com/LinWin-Cloud/setool-master
JOYCEQL_magic-resume,local_repos/JOYCEQL_magic-resume,Yes,3000,RCE,This repository provides ssrf proof-of-concept with Docker deployment on port 3000 demonstrating web-based attack vectors.,['SSRF'],https://github.com/JOYCEQL/magic-resume
justdelete.me,local_repos/justdelete.me,No,,RCE,"This repository provides lfi/rfi, xss, sql injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS', 'SQL Injection', 'Path Traversal', 'Header Injection', 'RCE']",https://github.com/justdeleteme/justdelete.me
webssh,local_repos/webssh,Yes,8888,RCE,"This repository provides ssrf, sql injection, header injection proof-of-concept with Docker deployment on port 8888 demonstrating web-based attack vectors.","['SSRF', 'SQL Injection', 'Header Injection', 'XSS', 'RCE', 'LFI/RFI']",https://github.com/huashengdun/webssh
ycosine_DataVistual,local_repos/ycosine_DataVistual,No,,XSS,"This repository provides lfi/rfi, path traversal, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'Header Injection', 'XSS']",https://github.com/ycosine/DataVistual
typescript-go,local_repos/typescript-go,No,,RCE,"This repository provides lfi/rfi, rce, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'RCE', 'Header Injection', 'Path Traversal', 'SQL Injection', 'XSS', 'Deserialization']",https://github.com/microsoft/typescript-go
weakfilescan,local_repos/weakfilescan,No,,RCE,"This repository provides ssrf, header injection, lfi/rfi proof-of-concept demonstrating web-based attack vectors.","['SSRF', 'Header Injection', 'LFI/RFI', 'Path Traversal', 'Deserialization', 'SQL Injection', 'RCE', 'XSS']",https://github.com/ring04h/weakfilescan
dockge,local_repos/dockge,Yes,,XSS,"This repository provides lfi/rfi, ssrf, xss proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'XSS']",https://github.com/louislam/dockge
ehForwarderBot,local_repos/ehForwarderBot,No,,RCE,"This repository provides rce, lfi/rfi, sql injection proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SQL Injection', 'Path Traversal', 'XSS', 'Deserialization', 'Header Injection']",https://github.com/ehForwarderBot/ehForwarderBot
osslsigncode,local_repos/osslsigncode,Yes,,RCE,"This repository provides rce, sql injection, lfi/rfi proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'SQL Injection', 'LFI/RFI', 'Path Traversal', 'Header Injection', 'SSRF']",https://github.com/mtrojnar/osslsigncode
pwnagotchi,local_repos/pwnagotchi,No,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'SSRF', 'SQL Injection', 'XSS', 'Header Injection']",https://github.com/evilsocket/pwnagotchi
WIKI-POC,local_repos/WIKI-POC,No,,RCE,"This repository provides path traversal, lfi/rfi, rce proof-of-concept demonstrating web-based attack vectors.","['Path Traversal', 'LFI/RFI', 'RCE', 'Header Injection', 'SSRF', 'XSS', 'SQL Injection']",https://github.com/7estUser/WIKI-POC
kiwi,local_repos/kiwi,No,,RCE,"This repository provides rce, deserialization, header injection proof-of-concept demonstrating web-based attack vectors.","['RCE', 'Deserialization', 'Header Injection', 'SQL Injection', 'XSS', 'Path Traversal']",https://github.com/alpha1e0/kiwi
calico,local_repos/calico,Yes,,RCE,"This repository provides lfi/rfi, header injection, sql injection proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['LFI/RFI', 'Header Injection', 'SQL Injection', 'Path Traversal', 'RCE', 'SSRF']",https://github.com/projectcalico/calico
project-morya,local_repos/project-morya,No,,"RCE, XSS","This repository provides rce, path traversal proof-of-concept demonstrating web-based attack vectors.","['RCE', 'Path Traversal']",https://github.com/dn0m1n8tor/project-morya
kubernetes-goat,local_repos/kubernetes-goat,Yes,,"RCE, SSRF","This repository provides rce, ssrf, xss proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'SSRF', 'XSS', 'LFI/RFI', 'Path Traversal', 'SQL Injection']",https://github.com/madhuakula/kubernetes-goat
k9s,local_repos/k9s,Yes,,"RCE, RFI","This repository provides rce, lfi/rfi, ssrf proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'SSRF', 'Header Injection', 'Path Traversal', 'SQL Injection', 'XSS']",https://github.com/derailed/k9s
oletools,local_repos/oletools,No,,RCE,"This repository provides lfi/rfi, xss, header injection proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'XSS', 'Header Injection', 'SQL Injection', 'RCE', 'Path Traversal']",https://github.com/decalage2/oletools
arch4edu_arch4edu,local_repos/arch4edu_arch4edu,Yes,,RCE,"This repository provides rce, lfi/rfi, path traversal proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['RCE', 'LFI/RFI', 'Path Traversal', 'SSRF', 'SQL Injection']",https://github.com/arch4edu/arch4edu
docker-image,local_repos/docker-image,Yes,,RCE,"This repository provides header injection, lfi/rfi, rce proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['Header Injection', 'LFI/RFI', 'RCE', 'SSRF', 'XSS', 'SQL Injection', 'Path Traversal']",https://github.com/yangxuan8282/docker-image
daniel-cues_NMapGUI,local_repos/daniel-cues_NMapGUI,No,,RCE,"This repository provides lfi/rfi, path traversal, rce proof-of-concept demonstrating web-based attack vectors.","['LFI/RFI', 'Path Traversal', 'RCE', 'SSRF', 'XSS']",https://github.com/daniel-cues/NMapGUI
gap,local_repos/gap,No,,Auth Bypass,This repository provides ssrf proof-of-concept demonstrating web-based attack vectors.,['SSRF'],https://github.com/joanbono/gap
cdn-proxy,local_repos/cdn-proxy,No,,RCE,"This repository provides header injection, lfi/rfi, path traversal proof-of-concept demonstrating web-based attack vectors.","['Header Injection', 'LFI/RFI', 'Path Traversal', 'XSS']",https://github.com/RyanJarv/cdn-proxy
dbccccccc_ttsfm,local_repos/dbccccccc_ttsfm,Yes,8000,RCE,"This repository provides lfi/rfi, ssrf, sql injection proof-of-concept with Docker deployment on port 8000 demonstrating web-based attack vectors.","['LFI/RFI', 'SSRF', 'SQL Injection', 'RCE', 'Header Injection', 'XSS']",https://github.com/dbccccccc/ttsfm
Ehoney,local_repos/Ehoney,Yes,8082,RCE,"This repository provides rce, xss, ssrf proof-of-concept with Docker deployment on port 8082 demonstrating web-based attack vectors.","['RCE', 'XSS', 'SSRF', 'Header Injection', 'SQL Injection', 'LFI/RFI', 'Path Traversal', 'Deserialization']",https://github.com/seccome/Ehoney
setool-master,local_repos/setool-master,Yes,,RCE,"This repository provides ssrf, rce, xss proof-of-concept with Docker deployment demonstrating web-based attack vectors.","['SSRF', 'RCE', 'XSS', 'LFI/RFI', 'Path Traversal', 'Header Injection']",https://github.com/LinWin-Cloud/setool-master
